Date,Open,High,Low,Close,Volume,Adj Close
2004-12-31,64.890003,64.999999,64.029997,64.399999,69647200,4.211417
2004-12-30,64.810001,65.03,64.220001,64.800001,86335200,4.237575
2004-12-29,63.809999,64.979999,63.57,64.44,112390600,4.214032
2004-12-28,63.30,64.250002,62.049998,64.18,152938800,4.19703
2004-12-27,64.800001,65.150002,62.879997,63.159997,139872600,4.130327
2004-12-23,63.749997,64.250002,63.60,64.010003,61482400,4.185913
2004-12-22,63.660002,64.359998,63.400002,63.749997,141457400,4.16891
2004-12-21,63.559999,63.769998,61.600001,63.690002,266103600,4.164987
2004-12-20,65.470003,66.000002,61.759998,62.72,292031600,4.101554
2004-12-17,66.840001,67.039999,64.899997,64.989999,195874000,4.25
2004-12-16,66.149999,67.500003,66.050003,66.600002,281528800,4.355285
2004-12-15,65.239998,65.460003,64.659998,65.259998,99590400,4.267656
2004-12-14,65.400002,65.879999,65.02,65.289999,103930400,4.269618
2004-12-13,65.62,65.90,64.600003,64.909997,98760200,4.244768
2004-12-10,65.03,66.050003,64.699999,65.150002,193943400,4.260463
2004-12-09,62.810002,64.399999,62.069999,63.990003,185375400,4.184605
2004-12-08,63.080002,64.429999,62.049998,63.28,172975600,4.138175
2004-12-07,65.93,66.729999,62.560003,62.889997,264224800,4.112671
2004-12-06,64.250002,66.240001,62.949999,65.779997,311980200,4.301661
2004-12-03,64.530002,64.999999,61.749998,62.679999,309712200,4.098938
2004-12-02,66.129998,66.900002,64.659998,65.209997,246860600,4.264386
2004-12-01,67.790003,67.95,66.270001,67.790003,200138400,4.433105
2004-11-30,68.789999,68.789999,67.049999,67.049999,257129600,4.384713
2004-11-29,68.950003,69.569997,67.410001,68.439998,428229200,4.475611
2004-11-26,65.35,65.760003,64.339997,64.550002,137536000,4.221226
2004-11-24,61.689997,65.199997,61.55,64.049997,347697000,4.188528
2004-11-23,62.299997,62.450001,61.050002,61.27,227862600,4.006731
2004-11-22,61.799999,64.000003,57.899997,61.350002,642052600,4.011963
2004-11-19,55.489998,56.910001,54.499999,55.170001,191319800,3.607824
2004-11-18,54.300001,55.450001,54.290001,55.389999,114787400,3.622211
2004-11-17,55.190001,55.450001,54.219999,54.900002,99437800,3.590167
2004-11-16,55.160001,55.199998,54.479999,54.939999,73775800,3.592783
2004-11-15,55.199998,55.460001,54.339999,55.239999,94011400,3.612402
2004-11-12,55.010001,55.69,54.84,55.499999,98925400,3.629404
2004-11-11,54.949999,55.43,54.23,55.300001,101824800,3.616325
2004-11-10,53.95,55.389999,53.909999,54.750001,127169000,3.580358
2004-11-09,54.23,54.55,53.38,54.049999,118941200,3.534582
2004-11-08,54.27,55.450001,53.860001,54.38,131730200,3.556162
2004-11-05,54.860001,55.00,52.039999,54.720001,301261800,3.578396
2004-11-04,55.030001,55.55,54.369999,54.450001,232156400,3.56074
2004-11-03,54.369999,56.110003,53.990001,55.310001,301043400,3.616979
2004-11-02,52.400001,54.079999,52.400001,53.50,182497000,3.498615
2004-11-01,52.50,53.260001,52.039999,52.449999,150512600,3.42995
2004-10-29,51.840002,53.199999,51.800001,52.400001,202554800,3.426681
2004-10-28,49.979999,52.22,49.500001,52.19,216066200,3.412948
2004-10-27,48.509999,50.62,48.170001,50.30,298373600,3.289352
2004-10-26,47.450001,48.050002,46.97,47.97,148590400,3.136982
2004-10-25,47.199999,47.84,47.069999,47.55,98161000,3.109517
2004-10-22,47.54,47.67,47.020001,47.41,120766800,3.100361
2004-10-21,47.479999,48.13,47.359999,47.939999,181126400,3.13502
2004-10-20,47.179998,47.600001,46.65,47.469998,151277000,3.104285
2004-10-19,48.099999,48.349998,47.310001,47.420001,200498200,3.101015
2004-10-18,44.699998,47.750001,44.699998,47.750001,300188000,3.122596
2004-10-15,44.879999,45.609999,44.19,45.50,257782000,2.975457
2004-10-14,43.190001,45.749999,42.549999,44.980001,692106800,2.941452
2004-10-13,38.869998,39.759999,38.739999,39.749999,290752000,2.599438
2004-10-12,38.50,38.579998,37.650001,38.289999,115047800,2.503962
2004-10-11,38.80,39.059999,38.20,38.589999,80967600,2.52358
2004-10-08,39.560001,39.769999,38.840001,39.059999,89807200,2.554316
2004-10-07,40.54,40.929999,39.459999,39.619999,106537200,2.590937
2004-10-06,39.50,40.760002,39.469999,40.639999,111575800,2.657639
2004-10-05,38.560001,39.67,38.400001,39.37,101540600,2.574588
2004-10-04,39.179999,39.179999,38.749999,38.79,143521000,2.536659
