Date,Open,High,Low,Close,Volume,Adj Close
2002-12-31,14.00,14.36,13.95,14.329999,50181600,0.937106
2002-12-30,14.08,14.15,13.84,14.07,38760400,0.920103
2002-12-27,14.31,14.38,14.01,14.06,20008800,0.919449
2002-12-26,14.42,14.81,14.28,14.400001,21355600,0.941683
2002-12-24,14.44,14.470001,14.30,14.36,9835000,0.939067
2002-12-23,14.16,14.549999,14.119999,14.49,31456600,0.947569
2002-12-20,14.29,14.559999,13.78,14.14,79524200,0.924681
2002-12-19,14.53,14.919999,14.100001,14.20,86879800,0.928604
2002-12-18,14.80,14.86,14.50,14.57,37675400,0.9528
2002-12-17,14.849999,15.190001,14.66,15.08,55665400,0.986152
2002-12-16,14.81,15.10,14.610001,14.849999,62906200,0.971111
2002-12-13,15.139999,15.15,14.65,14.79,41195000,0.967187
2002-12-12,15.51,15.55,15.01,15.190001,37335200,0.993345
2002-12-11,15.30,15.490001,15.08,15.490001,63375200,1.012963
2002-12-10,14.75,15.45,14.73,15.279999,77152600,0.999231
2002-12-09,14.94,14.95,14.67,14.75,59021200,0.964571
2002-12-06,14.65,15.190001,14.52,14.95,61339600,0.97765
2002-12-05,15.03,15.08,14.53,14.629999,60849600,0.956724
2002-12-04,15.18,15.190001,14.50,14.970001,81439400,0.978958
2002-12-03,15.200001,15.340001,15.10,15.16,56967400,0.991383
2002-12-02,15.90,16.10,15.01,15.18,99685600,0.992691
2002-11-29,15.789999,15.88,15.410001,15.499999,35858200,1.013617
2002-11-27,15.60,15.859999,15.45,15.719999,71699600,1.028004
2002-11-26,15.850001,15.90,15.270001,15.410001,60065600,1.007732
2002-11-25,16.03,16.140001,15.710001,15.97,49856800,1.044353
2002-11-22,16.089999,16.299999,15.90,16.009999,56964600,1.046969
2002-11-21,15.90,16.440001,15.75,16.35,104620600,1.069203
2002-11-20,15.30,15.700001,15.25,15.53,52185000,1.015579
2002-11-19,15.55,15.75,15.01,15.270001,52738000,0.998577
